0,0,0.015015,0,0.062455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054037,0.0355,0.040975,0,0,0,0,0,0,0,0,0,0,0.013942,0,0,0,0,0,0,0,0,0,0,0.026915,0.016929,0.030958,0.01408,0,0,0,0,0.019526,0.016119,0.030765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044265,0,0.082904,0,0,0,0,0,0.067671,0,0,0,0,0,0,0,0.041324,0,0,0,0,0,0,0,0,0,0.053633,0.051051,0,0,0,0,0.058716,0,0.088505,0.016711,0,0.037141,0,0,0,0,0.036111,0,0,0,0.01494,0
0,0,0.03322,0.040448,0.13818,0,0,0,0,0,0.043985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028787,0,0,0,0,0,0,0,0,0,0,0.0060345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078543,0,0.12157,0,0,0,0,0,0,0,0.03073,0,0,0,0,0,0,0,0.040612,0,0,0,0,0,0,0,0.031151,0,0,0,0,0,0,0,0,0.081011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12991,0,0.19582,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30704,0.13878,0,0.082672,0.28243,0,0,0.10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08337
0,0.11398,0.055764,0,0.23196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20069,0,0.15218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073816,0.033363,0.016323,0.019875,0,0,0,0.025412,0,0,0.021613,0.0054315,0,0.029919,0,0,0,0,0,0,0,0,0,0,0,0.028498,0,0.032495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02747,0,0,0,0,0,0.027133,0,0,0,0,0,0,0,0,0,0.056093,0.037127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048618,0,0,0,0,0,0,0,0,0,0,0,0,0.07082,0.090129,0,0,0,0,0,0.073569,0,0,0,0,0.050482,0.017865,0.040607,0,0,0,0,0,0,0,0,0,0,0,0.055501,0,0.014746,0,0,0.063834,0,0,0,0,0,0,0,0,0,0.039258,0,0,0,0,0
0,0,0,0,0,0,0.12057,0.27171,0,0,0,0,0,0.3199,0,0,0,0,0,0,0,0.073517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2143
0,0,0,0,0,0.038235,0,0.15301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11869,0,0,0,0,0,0.09477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23637,0,0,0,0,0
0,0,0.043613,0,0.18141,0.016967,0.03013,0,0,0.037498,0,0,0.032322,0,0,0,0,0,0,0,0,0.018371,0.022602,0,0,0,0,0,0.069806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10312,0,0.15961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039399,0,0,0,0,0,0,0,0,0,0,0,0,0.10489,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.12294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28422,0,0,0.28901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
